Plot ID,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Crown_cover....,Forest_Types,Scientific_me,Family,Height_cm,Age_Years,Plot_Cover.
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Cinmomum virum,Lauraceae,60,5,2
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,40,4,2
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Lepisanthes senegalensis,Sapindaceae,20,5,2
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,30,5,2
159,747,26.909073,90.558701,24,21.25,3312.28,963.53,2618.03,315,60,Warm broad leaved forest (500-1500),Termilia tomentosa  ,Combretaceae,10,5,4
160,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,45,30,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,60,5,2
160,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,45,30,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,60,5,20
160,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,45,30,Sub-tropical forest (100-500),Rhododendron arboreum,Ericaceae,50,2,1
161,512,26.921957,90.545361,35,22.57,2943.08,995.63,2335.88,0,30,Sub-tropical forest (100-500),Cinmomum virum,Lauraceae,90,8,2
161,512,26.921957,90.545361,35,22.57,2943.08,995.63,2335.88,0,30,Sub-tropical forest (100-500),Prunus cerasoides,Rosaceae,80,8,2
162,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,135,38,Warm broad leaved forest (500-1500),Butea Monosperma,Fabaceae,90,5,20
162,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,135,38,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,60,5,2
162,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,135,39,Warm broad leaved forest (500-1500),Michelia doltsapa,Magnoliaceae,60,6,5
163,645,26.870013,90.190148,15,21.73,4072.17,968.03,3060.5,225,80,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,5,1,1
163,645,26.870013,90.190148,15,21.73,4072.17,968.03,3060.5,225,80,Warm broad leaved forest (500-1500),Alnus nepalensis,Betulaceae,200,3,70
163,645,26.870013,90.190148,15,21.73,4072.17,968.03,3060.5,225,80,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,35,1,3
164,682,26.868244,90.186087,10,21.53,4223.79,963.04,3179.86,135,30,Warm broad leaved forest (500-1500),Ficus roxburgii,Moraceae,10,1,1
165,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,180,90,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,200,2,4
165,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,180,90,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,55,2,1
165,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,180,90,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,350,4,20
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,70,2,3
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Albizia lucidior,Leguminosae,4,1,1
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,800,7,90
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,180,3,7
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,11,1,5
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Neolitsea cassia,Lauraceae,95,2,3
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Neolitsea cassia,Lauraceae,95,2,3
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Trewia nudiflora,Euphorbiaceae,30,1,5
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Albizia lebbeck,Leguminosae,4,1,2
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dillenia indica,Dilleniaceae,1.2,3,34
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Brassaiopsis hainla,Araliaceae,90,3,40
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Mallotus philippinensis,Euphorbiaceae,1,2,3
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Mallotus philippinensis,Euphorbiaceae,1,2,3
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,20,5,5
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,20,5,4
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Cinmomum glanduliferum,Lauraceae,20,4,20
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Reevesia pubescens,Sterculiaceae,90,5,5
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,30,5,2
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,30,5,5
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Cinmomum glanduliferum,Lauraceae,30,5,20
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Litsea monopetala,Lauraceae,30,5,20
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Glochidion acumitum,Euphorbiaceae,30,4,2
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,40,5,2
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,90,7,2
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,20,5,5
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,20,5,2
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,6,20
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,20,5,25
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Lithocarpus elegans,Fagaceae,20,4,5
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,30,4,25
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,4,20
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Lithocarpus elegans,Fagaceae,20,5,2
#N/A,1083,26.882779,90.599534,15,19.36,3799.94,915.98,2887.71,0,48,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,5,25
#N/A,1083,26.882779,90.599534,15,19.36,3799.94,915.98,2887.71,0,48,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,20,5,10
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,30,5,10
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Morus laevigata,Moraceae,90,5,20
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Symplocus sumuntia,Symplocaceae,60,5,20
179,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,0,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,50,5,5
#N/A,560,26.949635,90.520314,55,22.36,2299.63,995.47,1802.96,225,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,50,5,5
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Quercus lamellosa,Fagaceae,3500,3,3
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Aphamaxis polystacya,Meliaceae,4500,2,3
180,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,180,80,Sub-tropical forest (100-500),Syzygium tetragonum,Myrtaceae,3500,2,1
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Quercus lamellosa,Fagaceae,3500,3,3
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Aphamaxis polystacya,Meliaceae,4500,2,3
180,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,180,80,Sub-tropical forest (100-500),Syzygium tetragonum,Myrtaceae,3500,2,1
181,278,26.83578,90.195452,4,23.67,4805.63,1006.68,3421.4,225,70,Warm broad leaved forest (500-1500),Neolitsea cassia,Lauraceae,95,2,1
181,278,26.83578,90.195452,4,23.67,4805.63,1006.68,3421.4,225,70,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,5,1,2
181,278,26.83578,90.195452,4,23.67,4805.63,1006.68,3421.4,225,70,Warm broad leaved forest (500-1500),Stereospermum tetragonum,Bignoniaceae,10,1,1
181,278,26.83578,90.195452,4,23.67,4805.63,1006.68,3421.4,225,70,Warm broad leaved forest (500-1500),Aphamaxis polystacya,Meliaceae,70,1,1
181,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,135,40,Warm broad leaved forest (500-1500),Neolitsea cassia,Lauraceae,95,2,1
181,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,135,40,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,5,1,2
181,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,135,40,Warm broad leaved forest (500-1500),Stereospermum tetragonum,Bignoniaceae,10,1,1
181,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,135,40,Warm broad leaved forest (500-1500),Aphamaxis polystacya,Meliaceae,70,1,1
182,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,135,41,Warm broad leaved forest (500-1500),Sapindus rarak,Sapindaceae,5,1,0
182,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,135,42,Warm broad leaved forest (500-1500),Albizia lebbeck,Leguminosae,4,1,5
183,358,26.829701,90.190326,5,23.22,4863.99,995.4,3418.58,180,5,Sub-tropical forest (100-500),Aphamaxis polystacya,Meliaceae,35,1,1
183,358,26.829701,90.190326,5,23.22,4863.99,995.4,3418.58,180,5,Sub-tropical forest (100-500),Murraya koenigii,Rutaceae,100,2,2
184,375,26.827862,90.187711,6,23.13,4862.74,992.89,3402.39,180,20,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,122,3,2
184,375,26.827862,90.187711,6,23.13,4862.74,992.89,3402.39,180,20,Sub-tropical forest (100-500),Schima wallichii,Theaceae,62,2,3
184,375,26.827862,90.187711,6,23.13,4862.74,992.89,3402.39,180,20,Sub-tropical forest (100-500),Murraya koenigii,Rutaceae,71,2,5
185,500,26.829513,90.185009,45,22.44,3816.01,977.61,2514.82,135,90,Sub-tropical forest (100-500),Polyalthia simiarum,Annoceae,100,2,10
186,267,26.845273,90.189045,15,23.75,4382.42,1010.06,3144.76,225,70,Sub-tropical forest (100-500),Albiza procera,Leguminosae,65,2,5
187,260,26.846215,90.184637,1,23.79,4749.68,1011.14,3459.62,45,70,Sub-tropical forest (100-500),Albiza procera,Leguminosae,65,2,5
188,338,26.846465,90.181236,35,23.37,3856.6,1001.44,2690.38,315,55,Warm broad leaved forest (500-1500),Stereospermum suaveolens,Bignoniaceae,94,2,5
188,338,26.846465,90.181236,35,23.37,3856.6,1001.44,2690.38,315,55,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,120,3,8
188,338,26.846465,90.181236,35,23.37,3856.6,1001.44,2690.38,315,55,Warm broad leaved forest (500-1500),Litsea nilagirica,Lauraceae,16,1,1
189,338,26.834807,90.609049,22,23.34,4203.6,998.98,2889.46,135,25,Sub-tropical forest (100-500),Alnus nepalensis,Betulaceae,40,4,2
189,338,26.834807,90.609049,22,23.34,4203.6,998.98,2889.46,135,25,Sub-tropical forest (100-500),Myrsine seguinii,Myrsiceae,20,5,4
190,329,26.83746,90.608453,15,23.4,4352.4,1000.66,3039.54,180,40,Sub-tropical forest (100-500),Beilschmiedia gammiea,Lauraceae,50,6,3
190,329,26.83746,90.608453,15,23.4,4352.4,1000.66,3039.54,180,40,Sub-tropical forest (100-500),Osmanthus suavis,Oleaceae,10,2,3
191,372,26.840526,90.609688,16,23.17,4285.82,995.94,3006.22,135,30,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,30,5,15
191,372,26.840526,90.609688,16,23.17,4285.82,995.94,3006.22,135,30,Sub-tropical forest (100-500),Cinmomum virum,Lauraceae,30,4,20
191,372,26.840526,90.609688,16,23.17,4285.82,995.94,3006.22,135,30,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,10,5,1
191,372,26.840526,90.609688,16,23.17,4285.82,995.94,3006.22,135,30,Sub-tropical forest (100-500),Symplocus sumuntia,Symplocaceae,20,5,5
192,479,26.845475,90.608699,34,22.59,3767.66,983.6,2582.5,270,60,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,60,4,4
192,479,26.845475,90.608699,34,22.59,3767.66,983.6,2582.5,270,60,Sub-tropical forest (100-500),lepisanthes rubiginosa,Opiliaceae,20,4,2
192,479,26.845475,90.608699,34,22.59,3767.66,983.6,2582.5,270,60,Sub-tropical forest (100-500),Sapindus rarak,Sapindaceae,30,5,20
193,520,26.849019,90.606233,36,22.37,3677.25,979.23,2526.22,90,60,Sub-tropical forest (100-500),Symplocus sumuntia,Symplocaceae,20,5,20
193,520,26.849019,90.606233,36,22.37,3677.25,979.23,2526.22,90,60,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,20,4,20
193,520,26.849019,90.606233,36,22.37,3677.25,979.23,2526.22,90,60,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,60,5,20
194,611,26.851145,90.603119,20,21.88,4050.12,968.3,2880.75,90,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,5,20
195,655,26.852205,90.599982,28,21.64,3837.18,963.03,2696.93,0,60,Warm broad leaved forest (500-1500),Symplocus sumuntia,Symplocaceae,30,5,5
195,655,26.852205,90.599982,28,21.64,3837.18,963.03,2696.93,0,60,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,40,5,5
195,655,26.852205,90.599982,28,21.64,3837.18,963.03,2696.93,0,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,5,30
196,718,26.854184,90.596642,20,21.3,4014.62,955.57,2871.59,90,60,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,30,4,20
197,821,26.85552,90.594784,25,20.74,3873.34,942.98,2753.47,45,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,30,5,20
197,821,26.85552,90.594784,25,20.74,3873.34,942.98,2753.47,45,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,40,50,5
197,821,26.85552,90.594784,25,20.74,3873.34,942.98,2753.47,45,50,Warm broad leaved forest (500-1500),Benkara sinensis,Commeliceae,90,5,20
197,821,26.85552,90.594784,25,20.74,3873.34,942.98,2753.47,45,51,Warm broad leaved forest (500-1500),Lithocarpus elegans,Fagaceae,30,1,4
197,821,26.85552,90.594784,25,20.74,3873.34,942.98,2753.47,45,52,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,50,5,2
199,1312,27.085488,90.318041,3,18.51,2388.76,930.15,2598.19,135,40,Warm broad leaved forest (500-1500),Tetradium fraxinifolium,Rutaceae,0.8,2,30
200,1716,27.087666,90.366042,17,16.3,2099.72,880.11,2254.43,135,80,Cool broadleaved forest (1500-3000),Symplocus lucida,Symplocaceae,13,1,1
201,1160,27.060063,90.325592,2,19.3,2572.42,943.78,2701.4,180,60,Warm broad leaved forest (500-1500),Duabanga grandiflora,Sonneratiaceae,150,3,3
201,1086,27.052492,90.367512,23,19.69,2202.63,951.43,2238.98,225,70,Warm broad leaved forest (500-1500),Duabanga grandiflora,Sonneratiaceae,150,3,3
202,1086,27.052492,90.367512,23,19.69,2202.63,951.43,2238.98,225,71,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,2.5,4,30
202,1086,27.052492,90.367512,23,19.69,2202.63,951.43,2238.98,225,72,Warm broad leaved forest (500-1500),Cinmomum bejolghota,Lauraceae,1.2,2,20
202,1086,27.052492,90.367512,23,19.69,2202.63,951.43,2238.98,225,73,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,80,2,10
203,1086,27.063318,90.39539,7,19.71,2433.94,953.72,2557.59,45,75,Warm broad leaved forest (500-1500),Brassaiopsis hainla,Araliaceae,1.2,3,10
204,1101,27.064294,90.439079,2,19.63,2516.62,952.05,2653.82,90,45,Warm broad leaved forest (500-1500),Brassaiopsis hainla,Araliaceae,1.2,3,10
206,1343,27.058988,90.460721,15,18.29,2291.52,920.68,2366.83,135,60,Warm broad leaved forest (500-1500),Brassaiopsis hainla,Araliaceae,1.2,3,10
207,1656,27.019355,90.393969,16,16.49,2561.5,873.19,2486.36,0,50,Cool broadleaved forest (1500-3000),Symplocus glomerata,Symplocaceae,45,2,1
207,1656,27.019355,90.393969,16,16.49,2561.5,873.19,2486.36,0,50,Cool broadleaved forest (1500-3000),Castanopsis hystrix,Fagaceae,50,2,1
207,1656,27.019355,90.393969,16,16.49,2561.5,873.19,2486.36,0,50,Cool broadleaved forest (1500-3000),Acer campbelli,Sapindaceae,300,4,1
208,726,27.018304,90.540456,20,21.59,2454.16,989.21,2367.21,315,40,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,40,5,3
208,726,27.018304,90.540456,20,21.59,2454.16,989.21,2367.21,315,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,4,4
209,1353,27.001734,90.562104,10,18.12,2779.49,907.34,2630.42,225,40,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,20,4,2
209,1353,27.001734,90.562104,10,18.12,2779.49,907.34,2630.42,225,40,Warm broad leaved forest (500-1500),Cinmomum virum,Lauraceae,60,5,2
209,1353,27.001734,90.562104,10,18.12,2779.49,907.34,2630.42,225,40,Warm broad leaved forest (500-1500),Castanopsis hystrix,Fagaceae,30,5,20
210,1003,27.009519,90.582475,27,20.05,2370.54,952.73,2220.1,135,60,Cool broadleaved forest (1500-3000),Prunus cerasoides,Rosaceae,20,5,0
210,1003,27.009519,90.582475,27,20.05,2370.54,952.73,2220.1,135,60,Cool broadleaved forest (1500-3000),Castanopsis indica,Fagaceae,40,4,20
211,1639,26.943504,90.459066,20,16.43,3092.75,859.3,2617.21,315,70,Cool broadleaved forest (1500-3000),Saurauja nepaulensis,Actinidiaceae,80,8,2
211,1639,26.943504,90.459066,20,16.43,3092.75,859.3,2617.21,315,70,Cool broadleaved forest (1500-3000),Phoebe attenuata,Lauraceae,50,5,2
211,1639,26.943504,90.459066,20,16.43,3092.75,859.3,2617.21,315,70,Cool broadleaved forest (1500-3000),Castanopsis hystrix,Fagaceae,68,5,2
212,1217,26.944349,90.48686,35,18.75,2753.67,912.23,2272.87,45,40,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,60,2,2
212,1217,26.944349,90.48686,35,18.75,2753.67,912.23,2272.87,45,40,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,50,5,2
212,1217,26.944349,90.48686,35,18.75,2753.67,912.23,2272.87,45,40,Warm broad leaved forest (500-1500),Morus laevigata,Moraceae,90,10,5
212,1217,26.944349,90.48686,35,18.75,2753.67,912.23,2272.87,45,40,Warm broad leaved forest (500-1500),Gmeli arborea,Verbeceae,50,4,2
212,1217,26.944349,90.48686,35,18.75,2753.67,912.23,2272.87,45,40,Warm broad leaved forest (500-1500),Oroxylum indicum,Bignoniaceae,10,2,4
213,316,26.929423,90.507003,15,23.66,3328.74,1021.7,2778.71,90,40,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,90,4,10
214,401,26.907853,90.435609,4,23.15,3838.29,1006.52,3116.66,180,10,Sub-tropical forest (100-500),Schima wallichii,Theaceae,70,6,4
214,401,26.907853,90.435609,4,23.15,3838.29,1006.52,3116.66,180,10,Sub-tropical forest (100-500),Syzygium cumini,Myrtaceae,60,6,2
215,675,26.923849,90.484312,30,21.68,3050.45,975.65,2459.39,45,60,Sub-tropical forest (100-500),Taberemonta divaricata,Apocyceae,15,6,25
215,675,26.923849,90.484312,30,21.68,3050.45,975.65,2459.39,45,60,Sub-tropical forest (100-500),Glochidion acumitum,Euphorbiaceae,20,5,1
215,675,26.923849,90.484312,30,21.68,3050.45,975.65,2459.39,45,60,Sub-tropical forest (100-500),Clerodendrum infortutum,Lamiaceae,10,3,20
216,526,26.925611,90.552159,18,22.5,3285.2,994.65,2706.18,0,25,Warm broad leaved forest (500-1500),Clerodendrum infortutum,Lamiaceae,10,3,20
217,510,26.885289,90.185671,1,22.5,4250.56,988.13,3331.62,135,4,Warm broad leaved forest (500-1500),Clerodendrum infortutum,Lamiaceae,10,3,20
218,1270,26.88151,90.606473,22,18.33,3641.51,892.34,2728.79,315,70,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,60,5,2
218,1270,26.88151,90.606473,22,18.33,3641.51,892.34,2728.79,315,70,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,4,5
219,341,26.843629,90.182723,30,23.34,4016.57,1000.47,2811.89,90,35,Sub-tropical forest (100-500),Ostodes paniculata,Euphorbiaceae,53,3,30
220,922,26.856713,90.592185,30,20.19,3736.53,930.6,2636.07,225,60,Warm broad leaved forest (500-1500),Myrica esculenta,Myricaceae,90,6,6
220,922,26.856713,90.592185,30,20.19,3736.53,930.6,2636.07,225,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,6,10
220,922,26.856713,90.592185,30,20.19,3736.53,930.6,2636.07,225,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,98,5,20
